"Customer.ID","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score","Segment"
15410,204.422222222222,2,1234.88,0,3,4,"034","At Risk"
15413,327.352777777778,5,6798.72,0,4,5,"045","At Risk"
15416,114.425694444444,3,588.5,1,3,3,"133","At Risk"
15418,61.2659722222222,2,449.42,2,3,2,"232","At Risk"
15420,70.1770833333333,6,743,2,5,3,"253","At Risk"
15421,21.2777777777778,6,2854.98,3,5,5,"355","Loyal Customers"
15422,15.1256944444444,5,1522.27,4,4,4,"444","Champions"
15423,217.444444444444,2,223.39,0,3,1,"031","At Risk"
15424,99.1138888888889,1,214.44,1,1,1,"111","Others"
15425,36.075,4,1941.12,3,4,4,"344","Loyal Customers"
15426,5.25416666666667,5,1134.85,4,4,4,"444","Champions"
15428,23.2604166666667,3,668.97,3,3,3,"333","Loyal Customers"
15430,103.388194444444,2,954.75,1,3,3,"133","At Risk"
15431,138.303472222222,1,153.24,1,1,1,"111","Others"
15432,177.227083333333,1,149.57,0,1,1,"011","Others"
15434,10.1770833333333,6,1525.58,4,5,4,"454","Champions"
15437,276.386111111111,1,193.29,0,1,1,"011","Others"
15439,40.3909722222222,4,1269.05,2,4,4,"244","At Risk"
15441,32.1743055555556,3,1254.21,3,3,4,"334","Loyal Customers"
15443,110.302777777778,7,1900.64,1,5,4,"154","At Risk"
15445,226.209027777778,1,171,0,1,1,"011","Others"
15446,12.3347222222222,3,399.75,4,3,2,"432","Loyal Customers"
15447,163.288194444444,4,337.71,1,4,2,"142","At Risk"
15448,310.272222222222,1,294.17,0,1,2,"012","Others"
15451,70.2645833333333,2,226.86,2,3,1,"231","At Risk"
15452,26.1993055555556,3,1256.63,3,3,4,"334","Loyal Customers"
15454,254.281944444444,1,126.89,0,1,1,"011","Others"
15455,233.304166666667,1,38.25,0,1,1,"011","Others"
15456,39.1222222222222,7,1656.93,2,5,4,"254","At Risk"
15458,38.0076388888889,1,208.8,2,1,1,"211","Others"
15459,53.1916666666667,2,202.83,2,3,1,"231","At Risk"
15461,96.3125,2,429.7,1,3,2,"132","At Risk"
15462,81.4013888888889,1,502.45,1,1,3,"113","Others"
15465,5.40902777777778,15,5281.53,4,5,5,"455","Champions"
15466,25.2993055555556,3,1225.93,3,3,4,"334","Loyal Customers"
15468,28.4319444444444,1,962.97,3,1,3,"313","Others"
15469,74.4111111111111,1,335.7,1,1,2,"112","Others"
15470,211.434722222222,1,63.42,0,1,1,"011","Others"
15471,16.2236111111111,2,837.53,3,3,3,"333","Loyal Customers"
15473,80.4493055555556,1,274.8,1,1,2,"112","Others"
15474,231.365972222222,1,150.35,0,1,1,"011","Others"
15476,16.1972222222222,4,2209.98,3,4,5,"345","Loyal Customers"
15477,285.391666666667,1,368.4,0,1,2,"012","Others"
15478,211.05,1,583.56,0,1,3,"013","Others"
15479,369.203472222222,1,147.4,0,1,1,"011","Others"
15480,101.372916666667,4,5373.5,1,4,5,"145","At Risk"
15481,37.2145833333333,1,1993.34,2,1,4,"214","Others"
15482,22.3743055555556,7,3537.6,3,5,5,"355","Loyal Customers"
15483,21.2756944444444,6,592.56,3,5,3,"353","Loyal Customers"
15484,176.15625,2,1061.69,0,3,4,"034","At Risk"
15485,9.27638888888889,5,3186.01,4,4,5,"445","Champions"
15486,163.281944444444,1,102,1,1,1,"111","Others"
15487,315.329166666667,1,231.32,0,1,1,"011","Others"
15488,92.3347222222222,4,340.6,1,4,2,"142","At Risk"
15489,36.3423611111111,5,1285.33,2,4,4,"244","At Risk"
15490,66.2847222222222,1,210.85,2,1,1,"211","Others"
15493,25.3041666666667,4,2168.27,3,4,5,"345","Loyal Customers"
15494,114.129861111111,3,2422.02,1,3,5,"135","At Risk"
15495,15.2604166666667,1,246.5,4,1,1,"411","Potential Loyalists"
15496,267.28125,1,146.14,0,1,1,"011","Others"
15497,18.2819444444444,7,7395.19,3,5,5,"355","Loyal Customers"
15498,2.21875,19,12633.18,4,5,5,"455","Champions"
15499,359.322222222222,1,158.65,0,1,1,"011","Others"
15501,40.3652777777778,2,399.95,2,3,2,"232","At Risk"
15502,4.2125,5,3548.34,4,4,5,"445","Champions"
15503,362.352083333333,1,116.26,0,1,1,"011","Others"
15504,156.332638888889,3,349.87,1,3,2,"132","At Risk"
15506,17.3006944444444,3,1058.25,3,3,4,"334","Loyal Customers"
15509,16.2173611111111,1,152.41,3,1,1,"311","Others"
15512,26.3069444444444,2,210.58,3,3,1,"331","Loyal Customers"
15513,1.44305555555556,18,12992.33,4,5,5,"455","Champions"
15514,15.2138888888889,7,2368.34,4,5,5,"455","Champions"
15515,23.2652777777778,1,171.81,3,1,1,"311","Others"
15518,15.0173611111111,7,2268.44,4,5,5,"455","Champions"
15519,19.2263888888889,2,344.61,3,3,2,"332","Loyal Customers"
15521,36.05625,8,4098.04,3,5,5,"355","Loyal Customers"
15523,24.1902777777778,15,16847.18,3,5,5,"355","Loyal Customers"
15524,242.445833333333,1,151.4,0,1,1,"011","Others"
15525,9.28055555555556,2,430.78,4,3,2,"432","Loyal Customers"
15527,30.325,15,3126.36,3,5,5,"355","Loyal Customers"
15529,2.31736111111111,2,1116.72,4,3,4,"434","Loyal Customers"
15530,148.36875,1,311.37,1,1,2,"112","Others"
15532,12.1965277777778,6,2174.12,4,5,5,"455","Champions"
15534,361.300694444444,1,162.25,0,1,1,"011","Others"
15535,40.2444444444444,2,541.47,2,3,3,"233","At Risk"
15536,45.1458333333333,1,259.09,2,1,2,"212","Others"
15538,173.383333333333,6,3358.4,1,5,5,"155","At Risk"
15540,11.36875,1,247.38,4,1,1,"411","Potential Loyalists"
15542,148.270138888889,3,855.71,1,3,3,"133","At Risk"
15543,95.35625,1,114.4,1,1,1,"111","Others"
15544,8.30138888888889,12,4615.72,4,5,5,"455","Champions"
15545,7.10625,1,135.33,4,1,1,"411","Potential Loyalists"
15546,242.340277777778,2,1079.1,0,3,4,"034","At Risk"
15547,12.2534722222222,12,5146.45,4,5,5,"455","Champions"
15548,231.320138888889,1,158.09,0,1,1,"011","Others"
15549,57.1298611111111,5,652.7,2,4,3,"243","At Risk"
15550,14.3659722222222,8,1635.42,4,5,4,"454","Champions"
15551,30.2479166666667,6,1243.75,3,5,4,"354","Loyal Customers"
15552,259.155555555556,1,162.4,0,1,1,"011","Others"
15555,1.13055555555556,22,7267.83,4,5,5,"455","Champions"
15558,275.191666666667,1,202.68,0,1,1,"011","Others"
15559,204.246527777778,1,1109.4,0,1,4,"014","Others"
15560,33.4069444444444,2,153.52,3,3,1,"331","Loyal Customers"
15561,19.3895833333333,4,1133.8,3,4,4,"344","Loyal Customers"
15562,60.3944444444444,2,536.88,2,3,3,"233","At Risk"
15563,150.336111111111,3,1459.02,1,3,4,"134","At Risk"
15564,99.1729166666667,2,70.74,1,3,1,"131","At Risk"
15566,28.3263888888889,2,227.87,3,3,1,"331","Loyal Customers"
15569,26.3854166666667,5,2207.74,3,4,5,"345","Loyal Customers"
15570,5.29444444444444,14,5105.32,4,5,5,"455","Champions"
15571,22.2333333333333,10,3241.92,3,5,5,"355","Loyal Customers"
15572,16.28125,3,1431.78,3,3,4,"334","Loyal Customers"
15573,254.264583333333,3,597.23,0,3,3,"033","At Risk"
15574,8.17708333333333,3,774.84,4,3,3,"433","Loyal Customers"
15575,255.299305555556,1,30.1,0,1,1,"011","Others"
15577,359.213194444444,2,137.15,0,3,1,"031","At Risk"
15579,19.1826388888889,3,923.03,3,3,3,"333","Loyal Customers"
15580,12.3756944444444,8,1375.39,4,5,4,"454","Champions"
15581,2.22430555555556,26,4076.97,4,5,5,"455","Champions"
15583,12.20625,1,95.96,4,1,1,"411","Potential Loyalists"
15584,35.3520833333333,2,547.34,3,3,3,"333","Loyal Customers"
15586,228.375694444444,3,1139.1,0,3,4,"034","At Risk"
15587,28.3291666666667,3,608.4,3,3,3,"333","Loyal Customers"
15588,313.320833333333,1,579.6,0,1,3,"013","Others"
15590,18.2166666666667,5,1496.6,3,4,4,"344","Loyal Customers"
15591,218.443055555556,3,217.9,0,3,1,"031","At Risk"
15595,123.315277777778,1,357.6,1,1,2,"112","Others"
15596,1.16041666666667,5,1723.45,4,4,4,"444","Champions"
15597,211.285416666667,1,238.8,0,1,1,"011","Others"
15598,63.4451388888889,1,307.34,2,1,2,"212","Others"
15599,81.4069444444444,1,488.32,1,1,2,"112","Others"
15600,64.2298611111111,4,1199.31,2,4,4,"244","At Risk"
15601,8.39027777777778,17,8183.56,4,5,5,"455","Champions"
15602,4.18472222222222,8,1932.64,4,5,4,"454","Champions"
15603,284.165972222222,1,40,0,1,1,"011","Others"
15605,9.26597222222222,5,738.57,4,4,3,"443","Loyal Customers"
15606,26.1902777777778,8,2310.83,3,5,5,"355","Loyal Customers"
15607,179.3375,8,1604.21,0,5,4,"054","At Risk"
15608,51.4104166666667,1,692.3,2,1,3,"213","Others"
15611,19.3513888888889,13,1405.83,3,5,4,"354","Loyal Customers"
15613,246.298611111111,1,433.72,0,1,2,"012","Others"
15614,73.3854166666667,4,3147.36,1,4,5,"145","At Risk"
15615,26.3291666666667,24,10974.23,3,5,5,"355","Loyal Customers"
15616,74.2854166666667,1,317.11,1,1,2,"112","Others"
15617,32.1625,3,828.55,3,3,3,"333","Loyal Customers"
15620,45.3534722222222,1,389.18,2,1,2,"212","Others"
15622,63.2263888888889,8,4143.05,2,5,5,"255","At Risk"
15623,29.4041666666667,7,2136.02,3,5,4,"354","Loyal Customers"
15625,12.3180555555556,5,1702.14,4,4,4,"444","Champions"
15626,57.1145833333333,1,391.72,2,1,2,"212","Others"
15627,93.2409722222222,2,566.9,1,3,3,"133","At Risk"
15628,2.42361111111111,9,2782.02,4,5,5,"455","Champions"
15629,86.2604166666667,4,2240.9,1,4,5,"145","At Risk"
15630,280.229861111111,1,295.05,0,1,2,"012","Others"
15631,278.214583333333,1,596.67,0,1,3,"013","Others"
15633,145.254861111111,13,4335.96,1,5,5,"155","At Risk"
15634,19.1881944444444,1,311.1,3,1,2,"312","Others"
15635,31.4604166666667,1,100.35,3,1,1,"311","Others"
15636,73.2020833333333,2,719.82,1,3,3,"133","At Risk"
15637,49.4840277777778,4,574.23,2,4,3,"243","At Risk"
15638,14.3395833333333,6,2265.2,4,5,5,"455","Champions"
15639,87.4555555555555,2,639.76,1,3,3,"133","At Risk"
15640,8.18125,15,11411.92,4,5,5,"455","Champions"
15641,32.2472222222222,8,3458.35,3,5,5,"355","Loyal Customers"
15642,365.340277777778,1,105.78,0,1,1,"011","Others"
15645,50.0590277777778,2,443.16,2,3,2,"232","At Risk"
15646,8.12638888888889,3,526.97,4,3,3,"433","Loyal Customers"
15647,51.2027777777778,1,169,2,1,1,"211","Others"
15649,3.41319444444444,3,1354.35,4,3,4,"434","Loyal Customers"
15650,157.388888888889,2,553.88,1,3,3,"133","At Risk"
15651,56.2631944444444,2,612.76,2,3,3,"233","At Risk"
15652,23.1993055555556,4,1068.2,3,4,4,"344","Loyal Customers"
15658,8.38055555555556,4,1399.37,4,4,4,"444","Champions"
15659,22.3819444444444,2,226.04,3,3,1,"331","Loyal Customers"
15660,1.425,7,1212.13,4,5,4,"454","Champions"
15661,15.4861111111111,6,906.15,3,5,3,"353","Loyal Customers"
15662,297.134722222222,2,283.73,0,3,2,"032","At Risk"
15664,85.0777777777778,3,867.6,1,3,3,"133","At Risk"
15665,47.2451388888889,3,1764.86,2,3,4,"234","At Risk"
15666,108.157638888889,2,632.94,1,3,3,"133","At Risk"
15670,192.185416666667,1,152.15,0,1,1,"011","Others"
15672,361.13125,1,45.3,0,1,1,"011","Others"
15673,87.3701388888889,5,3478.09,1,4,5,"145","At Risk"
15674,53.3020833333333,8,4501.63,2,5,5,"255","At Risk"
15675,40.2409722222222,1,218.35,2,1,1,"211","Others"
15677,57.1958333333333,2,648.4,2,3,3,"233","At Risk"
15678,31.2243055555556,2,1473.24,3,3,4,"334","Loyal Customers"
15680,2.22083333333333,8,3173.9,4,5,5,"455","Champions"
15681,15.2041666666667,9,1563.54,4,5,4,"454","Champions"
15682,235.188194444444,2,318.24,0,3,2,"032","At Risk"
15683,109.333333333333,1,330.79,1,1,2,"112","Others"
15684,183.048611111111,3,173.95,0,3,1,"031","At Risk"
15685,86.2625,1,55.98,1,1,1,"111","Others"
15686,56.2576388888889,1,90,2,1,1,"211","Others"
15688,54.3298611111111,1,190.57,2,1,1,"211","Others"
15689,253.422222222222,1,266.93,0,1,2,"012","Others"
15691,30.3159722222222,3,434.5,3,3,2,"332","Loyal Customers"
15693,295.225,1,37.5,0,1,1,"011","Others"
15694,1.43819444444444,12,4331.41,4,5,5,"455","Champions"
15695,233.392361111111,2,721.06,0,3,3,"033","At Risk"
15696,59.4006944444444,5,1170.11,2,4,4,"244","At Risk"
15697,325.452083333333,1,246.75,0,1,1,"011","Others"
15698,260.099305555556,1,46.2,0,1,1,"011","Others"
15702,112.215972222222,2,140.39,1,3,1,"131","At Risk"
15704,138.209027777778,2,1441.04,1,3,4,"134","At Risk"
15708,5.36736111111111,3,969.19,4,3,3,"433","Loyal Customers"
15709,225.0625,1,194.6,0,1,1,"011","Others"
15710,53.1222222222222,1,898.87,2,1,3,"213","Others"
15711,192.324305555556,2,420.25,0,3,2,"032","At Risk"
15712,15.08125,7,2400.05,4,5,5,"455","Champions"
15713,2.19791666666667,3,654.09,4,3,3,"433","Loyal Customers"
15714,89.2354166666667,3,453.93,1,3,2,"132","At Risk"
15715,191.420138888889,5,658.02,0,4,3,"043","At Risk"
15716,5.31597222222222,8,1913.55,4,5,4,"454","Champions"
15717,57.0826388888889,4,456.7,2,4,2,"242","At Risk"
15718,176.153472222222,1,293.79,1,1,2,"112","Others"
15719,17.2875,18,5165.9,3,5,5,"355","Loyal Customers"
15720,186.18125,1,140.49,0,1,1,"011","Others"
15722,81.1340277777778,6,3022.79,1,5,5,"155","At Risk"
15723,47.3034722222222,3,740,2,3,3,"233","At Risk"
15724,36.4020833333333,1,92.6,2,1,1,"211","Others"
15726,26.1590277777778,1,321.91,3,1,2,"312","Others"
15727,23.2583333333333,8,4212.65,3,5,5,"355","Loyal Customers"
15728,15.3902777777778,2,544.6,3,3,3,"333","Loyal Customers"
15729,36.1625,2,107.55,3,3,1,"331","Loyal Customers"
15730,17.3888888888889,2,605.7,3,3,3,"333","Loyal Customers"
15731,189.410416666667,1,125.3,0,1,1,"011","Others"
15732,8.20902777777778,9,1387.95,4,5,4,"454","Champions"
15734,72.3479166666667,2,923.85,1,3,3,"133","At Risk"
15735,57.2659722222222,1,327.68,2,1,2,"212","Others"
15736,71.2368055555555,2,1767.12,1,3,4,"134","At Risk"
15738,8.29930555555556,26,8560.55,4,5,5,"455","Champions"
15741,94.1527777777778,2,208.62,1,3,1,"131","At Risk"
15742,255.191666666667,1,156.87,0,1,1,"011","Others"
15747,11.3826388888889,6,1553.17,4,5,4,"454","Champions"
15748,85.1291666666667,2,465.45,1,3,2,"132","At Risk"
15750,2.32638888888889,12,4330.461,4,5,5,"455","Champions"
15751,96.3034722222222,11,1380.44,1,5,4,"154","At Risk"
15752,8.42916666666667,3,1557.96,4,3,4,"434","Loyal Customers"
15754,129.448611111111,6,2579.04,1,5,5,"155","At Risk"
15755,15.2333333333333,11,3628.87,4,5,5,"455","Champions"
15757,22.3861111111111,4,2225.94,3,4,5,"345","Loyal Customers"
15759,147.391666666667,4,577.89,1,4,3,"143","At Risk"
15760,266.344444444444,2,13916.34,0,3,5,"035","At Risk"
15761,78.4361111111111,1,143.05,1,1,1,"111","Others"
15764,70.2458333333333,2,1223.11,2,3,4,"234","At Risk"
15765,302.4,1,370.63,0,1,2,"012","Others"
15766,92.2569444444444,2,516,1,3,3,"133","At Risk"
15768,112.16875,31,14687.06,1,5,5,"155","At Risk"
15769,7.19791666666667,21,32451.6,4,5,5,"455","Champions"
15770,248.343055555556,1,321.45,0,1,2,"012","Others"
15771,240.253472222222,3,1006.54,0,3,4,"034","At Risk"
15772,54.2694444444444,1,280.88,2,1,2,"212","Others"
15773,45.1902777777778,1,138.84,2,1,1,"211","Others"
15774,54.2930555555556,5,1017.54,2,4,4,"244","At Risk"
15775,267.520138888889,1,45.6,0,1,1,"011","Others"
15777,32.225,3,715.5,3,3,3,"333","Loyal Customers"
15778,67.2020833333333,1,307.95,2,1,2,"212","Others"
15779,99.1395833333333,2,124.08,1,3,1,"131","At Risk"
15782,66.1791666666667,1,1399.36,2,1,4,"214","Others"
15784,103.390972222222,2,848.33,1,3,3,"133","At Risk"
15785,15.1291666666667,11,3640.96,4,5,5,"455","Champions"
15786,53.4930555555556,2,3582.62,2,3,5,"235","At Risk"
15788,144.300694444444,1,221.83,1,1,1,"111","Others"
15789,67.2215277777778,5,1610.71,2,4,4,"244","At Risk"
15791,165.33125,3,1995.65,1,3,4,"134","At Risk"
15792,35.4861111111111,2,933.84,3,3,3,"333","Loyal Customers"
15793,14.3923611111111,5,1433.96,4,4,4,"444","Champions"
15794,372.289583333333,2,777,0,3,3,"033","At Risk"
15795,66.1972222222222,7,1369.86,2,5,4,"254","At Risk"
15796,10.3895833333333,9,2463.02,4,5,5,"455","Champions"
15797,217.202777777778,2,613.68,0,3,3,"033","At Risk"
15798,128.45,3,1535.37,1,3,4,"134","At Risk"
15799,54.2326388888889,1,537.2,2,1,3,"213","Others"
15800,89.1555555555556,5,530.18,1,4,3,"143","At Risk"
15803,81.2868055555556,3,1513.84,1,3,4,"134","At Risk"
15805,21.3569444444444,13,4660.75,3,5,5,"355","Loyal Customers"
15807,44.2895833333333,2,913.62,2,3,3,"233","At Risk"
15808,5.28888888888889,18,14482.03,4,5,5,"455","Champions"
15809,95.2784722222222,2,758.67,1,3,3,"133","At Risk"
15810,22.3868055555556,4,1607.06,3,4,4,"344","Loyal Customers"
15811,1.18888888888889,2,1557.38,4,3,4,"434","Loyal Customers"
15812,71.2715277777778,7,3400.33,1,5,5,"155","At Risk"
15814,29.0875,2,689.11,3,3,3,"333","Loyal Customers"
15816,178.267361111111,2,144.15,0,3,1,"031","At Risk"
15817,56.3708333333333,3,2766.4,2,3,5,"235","At Risk"
15818,224.29375,1,340.5,0,1,2,"012","Others"
15819,67.1993055555556,6,2029.34,2,5,4,"254","At Risk"
15822,129.161805555556,4,954.59,1,4,3,"143","At Risk"
15823,8.20347222222222,3,3882.17,4,3,5,"435","Loyal Customers"
15824,89.2784722222222,2,890.94,1,3,3,"133","At Risk"
15826,204.125694444444,1,943.97,0,1,3,"013","Others"
15827,8.28680555555556,16,1957.98,4,5,4,"454","Champions"
15828,11.1388888888889,1,1108.82,4,1,4,"414","Potential Loyalists"
15833,373.334722222222,1,80.4,0,1,1,"011","Others"
15834,12.3305555555556,3,1539.24,4,3,4,"434","Loyal Customers"
15837,121.40625,1,385.03,1,1,2,"112","Others"
15838,3.35763888888889,16,40519.92,4,5,5,"455","Champions"
15841,22.0743055555556,5,1518.35,3,4,4,"344","Loyal Customers"
15842,29.2451388888889,2,548.8,3,3,3,"333","Loyal Customers"
15845,172.347916666667,3,714.51,1,3,3,"133","At Risk"
15846,21.2229166666667,1,107.01,3,1,1,"311","Others"
15847,64.0708333333333,3,433.3,2,3,2,"232","At Risk"
15848,257.379861111111,1,137.99,0,1,1,"011","Others"
15850,12.3118055555556,4,771.87,4,4,3,"443","Loyal Customers"
15851,162.310416666667,1,109.73,1,1,1,"111","Others"
15852,162.40625,1,96.55,1,1,1,"111","Others"
15854,12.3881944444444,9,2609.16,4,5,5,"455","Champions"
15855,112.115277777778,1,340.48,1,1,2,"112","Others"
15856,1.26875,26,17703.63,4,5,5,"455","Champions"
15857,66.1375,1,273.48,2,1,2,"212","Others"
15858,3.22916666666667,9,2508.77,4,5,5,"455","Champions"
15859,68.2979166666667,1,438.46,2,1,2,"212","Others"
15860,4.34930555555556,10,1498.8,4,5,4,"454","Champions"
15861,92.0034722222222,4,1222.28,1,4,4,"144","At Risk"
15862,9.36111111111111,10,2033.64,4,5,4,"454","Champions"
15863,253.18125,3,286.26,0,3,2,"032","At Risk"
15864,17.2076388888889,1,244.44,3,1,1,"311","Others"
15865,49.1923611111111,2,1346.29,2,3,4,"234","At Risk"
15867,5.23888888888889,17,5224.81,4,5,5,"455","Champions"
15868,219.243055555556,1,94.53,0,1,1,"011","Others"
15869,262.132638888889,1,171.47,0,1,1,"011","Others"
15870,32.3777777777778,3,506.02,3,3,3,"333","Loyal Customers"
15871,73.2395833333333,1,33.1,1,1,1,"111","Others"
15872,14.3305555555556,2,413,4,3,2,"432","Loyal Customers"
15873,135.305555555556,4,313.92,1,4,2,"142","At Risk"
15874,23.3951388888889,14,6878.88,3,5,5,"355","Loyal Customers"
15875,282.131944444444,1,108.52,0,1,1,"011","Others"
15876,45.04375,2,1449.14,2,3,4,"234","At Risk"
15878,197.322222222222,2,330.77,0,3,2,"032","At Risk"
15879,40.1527777777778,4,1137.8,2,4,4,"244","At Risk"
15880,5.29236111111111,1,329.03,4,1,2,"412","Potential Loyalists"
15882,4.28402777777778,6,979.62,4,5,3,"453","Loyal Customers"
15884,68.1708333333333,2,244.6,2,3,1,"231","At Risk"
15885,19.3479166666667,12,1572.47,3,5,4,"354","Loyal Customers"
15886,52.3333333333333,3,871.78,2,3,3,"233","At Risk"
15887,42.4756944444444,3,1027.15,2,3,4,"234","At Risk"
15888,36.4180555555556,2,260.85,2,3,2,"232","At Risk"
15889,5.20069444444444,7,1279.6,4,5,4,"454","Champions"
15890,30.3020833333333,5,535.65,3,4,3,"343","Loyal Customers"
15892,305.151388888889,1,128.2,0,1,1,"011","Others"
15893,117.367361111111,1,305.28,1,1,2,"112","Others"
15894,5.24652777777778,1,151.44,4,1,1,"411","Potential Loyalists"
15898,3.27152777777778,22,4129.26,4,5,5,"455","Champions"
15899,4.39236111111111,1,56.25,4,1,1,"411","Potential Loyalists"
15900,49.3868055555556,3,549.29,2,3,3,"233","At Risk"
15901,87.2395833333333,4,335.99,1,4,2,"142","At Risk"
15902,16.1277777777778,1,145.01,3,1,1,"311","Others"
15903,14.3034722222222,5,3813.08,4,4,5,"445","Champions"
15905,179.167361111111,1,114.69,0,1,1,"011","Others"
15906,10.2743055555556,3,962.5,4,3,3,"433","Loyal Customers"
15908,126.336805555556,2,758.62,1,3,3,"133","At Risk"
15910,36.3215277777778,7,1432.29,2,5,4,"254","At Risk"
15911,259.329861111111,8,1700.24,0,5,4,"054","At Risk"
15912,72.2784722222222,7,810.08,1,5,3,"153","At Risk"
15913,170.145833333333,1,6.3,1,1,1,"111","Others"
15914,14.1604166666667,2,205.99,4,3,1,"431","Loyal Customers"
15915,37.3666666666667,1,364.45,2,1,2,"212","Others"
15916,2.28263888888889,7,1874.83,4,5,4,"454","Champions"
15917,242.208333333333,4,407.07,0,4,2,"042","At Risk"
15918,267.347916666667,1,248.65,0,1,1,"011","Others"
15919,4.35763888888889,1,214.08,4,1,1,"411","Potential Loyalists"
15920,60.2527777777778,5,401.64,2,4,2,"242","At Risk"
15921,32.4006944444444,3,452.23,3,3,2,"332","Loyal Customers"
15922,9.25694444444444,1,369.5,4,1,2,"412","Potential Loyalists"
15923,8.32291666666667,1,127.08,4,1,1,"411","Potential Loyalists"
15924,367.209027777778,1,102.82,0,1,1,"011","Others"
15926,178.193055555556,1,134.44,0,1,1,"011","Others"
15927,283.275,1,106.54,0,1,1,"011","Others"
15928,292.197916666667,1,293.53,0,1,2,"012","Others"
15929,280.211805555556,1,594,0,1,3,"013","Others"
15931,64.1354166666667,1,239.9,2,1,1,"211","Others"
15934,53.4083333333333,2,2190.66,2,3,5,"235","At Risk"
15936,15.1402777777778,2,282.79,4,3,2,"432","Loyal Customers"
15938,92.1208333333333,4,330.23,1,4,2,"142","At Risk"
15939,10.3291666666667,1,2945.38,4,1,5,"415","Potential Loyalists"
15941,273.219444444444,1,405,0,1,2,"012","Others"
15943,285.3,2,271.29,0,3,2,"032","At Risk"
15944,29.4208333333333,3,1839.14,3,3,4,"334","Loyal Customers"
15945,1.28263888888889,4,646.27,4,4,3,"443","Loyal Customers"
15946,138.321527777778,3,2304.18,1,3,5,"135","At Risk"
15948,60.3229166666667,1,553.85,2,1,3,"213","Others"
15950,11.1256944444444,6,5376.2,4,5,5,"455","Champions"
15951,17.0701388888889,1,304.95,3,1,2,"312","Others"
15953,5.19861111111111,11,1990.8,4,5,4,"454","Champions"
15954,225.268055555556,1,190.75,0,1,1,"011","Others"
15955,8.36041666666667,9,4242.1,4,5,5,"455","Champions"
15956,187.288194444444,2,617.6,0,3,3,"033","At Risk"
15957,56.31875,2,492.36,2,3,2,"232","At Risk"
15958,39.31875,3,357.77,2,3,2,"232","At Risk"
15959,318.140972222222,3,542.89,0,3,3,"033","At Risk"
15960,10.1694444444444,4,410.95,4,4,2,"442","Loyal Customers"
15961,15.1680555555556,1,451.29,4,1,2,"412","Potential Loyalists"
15962,85.2590277777778,1,289.48,1,1,2,"112","Others"
15964,299.188194444444,1,269.21,0,1,2,"012","Others"
15965,3.27986111111111,10,2119.26,4,5,4,"454","Champions"
15966,86.3868055555556,1,426.53,1,1,2,"112","Others"
15967,15.2631944444444,10,2568.32,4,5,5,"455","Champions"
15968,24.2895833333333,1,404.55,3,2,2,"322","Others"
15969,61.3333333333333,2,460.95,2,3,2,"232","At Risk"
15970,234.354861111111,1,703.22,0,2,3,"023","Others"
15971,21.3875,6,1702.98,3,5,4,"354","Loyal Customers"
15972,92.2784722222222,5,1769.33,1,4,4,"144","At Risk"
15973,2.34652777777778,3,680.62,4,3,3,"433","Loyal Customers"
15976,46.3527777777778,4,1266.77,2,4,4,"244","At Risk"
15978,68.2451388888889,2,2180.64,2,3,5,"235","At Risk"
15979,238.351388888889,1,329.22,0,2,2,"022","Others"
15980,126.309722222222,4,4144.82,1,4,5,"145","At Risk"
15981,37.4236111111111,13,5954.29,2,5,5,"255","At Risk"
15982,241.176388888889,1,324.51,0,2,2,"022","Others"
15983,1.38611111111111,6,2458.9,4,5,5,"455","Champions"
15984,4.27777777777778,21,5735.09,4,5,5,"455","Champions"
15985,72.2208333333333,5,1572.86,1,4,4,"144","At Risk"
15986,17.4159722222222,1,186.3,3,2,1,"321","Others"
15987,4.47708333333333,2,216.7,4,3,1,"431","Loyal Customers"
15988,187.302777777778,2,582.11,0,3,3,"033","At Risk"
15989,11.3319444444444,2,368.31,4,3,2,"432","Loyal Customers"
15990,130.304861111111,5,1205.64,1,4,4,"144","At Risk"
15991,170.174305555556,1,150.55,1,2,1,"121","Others"
15992,32.2152777777778,2,854.61,3,3,3,"333","Loyal Customers"
15994,47.3243055555556,2,761.41,2,3,3,"233","At Risk"
15995,50.2527777777778,1,694.54,2,2,3,"223","Others"
15996,2.16805555555556,2,617.07,4,3,3,"433","Loyal Customers"
15998,29.1486111111111,11,5193.92,3,5,5,"355","Loyal Customers"
15999,371.3125,1,20.4,0,2,1,"021","Others"
16001,17.11875,1,583.39,3,2,3,"323","Others"
16002,261.286805555556,1,169.21,0,2,1,"021","Others"
16003,17.1465277777778,5,2878.46,3,4,5,"345","Loyal Customers"
16004,110.342361111111,5,2146.39,1,4,5,"145","At Risk"
16005,11.3423611111111,6,1786.78,4,5,4,"454","Champions"
16006,23.3319444444444,1,231.42,3,2,1,"321","Others"
16007,19.3138888888889,3,1359.25,3,3,4,"334","Loyal Customers"
16008,18.2770833333333,12,4860.35,3,5,5,"355","Loyal Customers"
16010,12.3625,8,1302.46,4,5,4,"454","Champions"
16011,2.14375,14,2486,4,5,5,"455","Champions"
16012,37.2597222222222,2,1563.3,2,3,4,"234","At Risk"
16013,7.28541666666667,39,20009.84,4,5,5,"455","Champions"
16014,44.1645833333333,2,453.45,2,3,2,"232","At Risk"
16016,2.30902777777778,4,980.91,4,4,3,"443","Loyal Customers"
